Sentence #	Word	POS	Tag
	500	NUM	O
	mb	NOUN	O
	,	PUNCT	O
	Bluetooth	PROPN	O
	não	ADV	O
	tem	VERB	O
	GPS	PROPN	O
	mas	CCONJ	O
	para	ADP	O
	mim	PRON	O
	não	ADV	O
	é	AUX	O
	prioridade	NOUN	O
	.	PUNCT	O
Sentence: 62	Com	ADP	O
	tudo	PRON	O
	isso	PRON	O
	para	ADP	O
	kem	PROPN	O
	ker	PROPN	O
	ter	VERB	O
	um	DET	O
	celular	NOUN	B-asp
	com	ADP	O
	todas	DET	O
	as	DET	O
	funcionalidades	NOUN	B-asp
	dos	ADP	O
	outros	PRON	O
	e	CCONJ	O
	uma	DET	O
	excelente	ADJ	O
	qualidade	NOUN	O
	para	SCONJ	O
	tirar	VERB	O
	foto	NOUN	O
	esse	PRON	O
	é	AUX	O
	o	DET	O
	celular	NOUN	B-asp
	a	ADP	O
	um	DET	O
	preço	NOUN	B-asp
	acessível	ADJ	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Os	DET	O
	pros	NOUN	O
	não	ADV	O
	cabem	VERB	O
	aqui	ADV	O
	então	ADV	O
	ao	ADP	O
	escrevi	VERB	O
	em	ADP	O
	minha	DET	O
	opinião	NOUN	O
	ai	ADV	O
	depois	ADV	O
	é	AUX	O
	só	ADV	O
	vcs	PRON	O
	tirarem	VERB	O
	as	DET	O
	suas	DET	O
	conclusões	NOUN	O
	pq	VERB	O
	a	DET	O
	minha	DET	O
	eu	PRON	O
	já	ADV	O
	tirei	VERB	O
	e	CCONJ	O
	aprovo	VERB	O
	o	DET	O
	produto	NOUN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Apenas	ADV	O
	dois	NUM	O
	botões	NOUN	B-asp
	que	PRON	O
	são	AUX	O
	pequenos	ADJ	O
	mas	CCONJ	O
	nem	ADV	O
	posso	VERB	O
	chamar	VERB	O
	isso	PRON	O
	de	ADP	O
	contra	ADP	O
Sentence: 63	Fiquei	VERB	O
	muito	ADV	O
	satisfeito	ADJ	O
	com	ADP	O
	esse	DET	O
	Smartphone	PROPN	O
	e	CCONJ	O
	surpreso	ADJ	O
	com	ADP	O
	relação	NOUN	O
	ao	ADP	O
	seu	DET	O
	excelente	ADJ	O
	custo-benefício	NOUN	B-asp
	.	PUNCT	O
Sentence: 64	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Esse	DET	O
	Smartphone	PROPN	O
	é	AUX	O
	muito	ADV	O
	bom	ADJ	O
	!	PUNCT	O
Sentence: 65	-3	NUM	O
	G	NOUN	O
	,	PUNCT	O
	funciona	VERB	O
	com	ADP	O
	sistema	NOUN	O
	Symbiam	PROPN	O
	/	PUNCT	O
	Java	PROPN	O
	-	PUNCT	O
	alta	ADJ	O
	interatividade	NOUN	O
	;	PUNCT	O
	-Possibilidade	PROPN	O
	de	ADP	O
	instalação	NOUN	O
	de	ADP	O
	programas	NOUN	O
	,	PUNCT	O
	jogos	NOUN	B-asp
	,	PUNCT	O
	etc	ADV	O
	,	PUNCT	O
	ambiente	NOUN	O
	Synbiam	PROPN	O
	/	PUNCT	O
	Java	PROPN	O
	;	PUNCT	O
	-MP3	VERB	O
	,	PUNCT	O
	Rádio	PROPN	O
	,	PUNCT	O
	Fotos	PROPN	O
	e	CCONJ	O
	Vídeos	PROPN	O
	;	PUNCT	O
	-Leitor	ADV	O
	de	ADP	O
	pdf	PROPN	O
	,	PUNCT	O
	Word	PROPN	O
	,	PUNCT	O
	etc	CCONJ	O
	;	PUNCT	O
	-Excelente	ADJ	O
	custo-benefício	NOUN	B-asp
	;	PUNCT	O
	-Fone	ADV	O
	de	ADP	O
	ouvidos	NOUN	O
	com	ADP	O
	funções	NOUN	B-asp
	Play	PROPN	O
	/	PUNCT	O
	Pause	PROPN	O
	,	PUNCT	O
	Rew	PROPN	O
	e	CCONJ	O
	FF	PROPN	O
	;	PUNCT	O
	-Bluetooth	PROPN	O
	;	PUNCT	O
	-Excelente	NOUN	O
	qualidade	NOUN	O
	e	CCONJ	O
	volume	NOUN	B-asp
	de	ADP	I-asp
	áudio	NOUN	I-asp
	.	PUNCT	O
Sentence: 66	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	O	DET	O
	aparelho	NOUN	O
	é	AUX	O
	um	DET	O
	pouco	ADV	O
	lento	ADJ	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	nada	PRON	O
	que	PRON	O
	atrapalhe	VERB	O
	sua	DET	O
	usabilidade	NOUN	B-asp
	.	PUNCT	O
	,	PUNCT	O
Sentence: 67	vale	VERB	O
	o	DET	O
	invetimento	NOUN	B-asp
	mesmo	ADV	O
	sem	ADP	O
	GPS	PROPN	O
	e	CCONJ	O
	3	NUM	O
	G	NOUN	O
	funções	NOUN	O
	que	PRON	O
	para	SCONJ	O
	quem	PRON	O
	não	ADV	O
	usa	VERB	O
	não	ADV	O
	faz	VERB	O
	falta	NOUN	O
	.	PUNCT	O
Sentence: 68	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Excelente	ADJ	O
	celular	NOUN	B-asp
	,	PUNCT	O
	design	NOUN	B-asp
	moderno	ADJ	O
	compacto	NOUN	O
	,	PUNCT	O
	fácil	ADJ	O
	manuseio	NOUN	B-asp
	,	PUNCT	O
	na	ADP	O
	linha	NOUN	O
	touchscreen	ADJ	O
	,	PUNCT	O
	excelente	ADJ	O
	custo	NOUN	B-asp
	benefício	NOUN	I-asp
	,	PUNCT	O
	ótimo	ADJ	O
	audio	NOUN	B-asp
	,	PUNCT	O
	boa	ADJ	O
	resolução	NOUN	B-asp
	de	ADP	I-asp
	camera	NOUN	I-asp
	,	PUNCT	O
	enfim	ADV	O
	para	ADP	O
	os	PRON	O
	que	PRON	O
	curtem	VERB	O
	aparelhos	NOUN	O
	tocscreen	PROPN	B-asp
	uma	DET	O
	ótima	ADJ	O
	opção	NOUN	O
	além	ADV	O
	de	ADP	O
	vir	VERB	O
	com	ADP	O
	4	NUM	O
	gb	NOUN	O
	e	CCONJ	O
	Wifi	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	A	DET	O
	autonomia	NOUN	O
	da	ADP	O
	bateria	NOUN	B-asp
	em	ADP	O
	relação	NOUN	O
	a	ADP	O
	outros	PRON	O
	do	ADP	O
	mercado	NOUN	O
	podia	VERB	O
	durar	VERB	O
	mais	ADV	O
	.	PUNCT	O
Sentence: 69	Podia	VERB	O
	vir	VERB	O
	com	ADP	O
	carregador	NOUN	B-asp
	de	ADP	I-asp
	carro	NOUN	I-asp
Sentence: 70	Ótimo	PROPN	O
	celular	NOUN	B-asp
	,	PUNCT	O
	preço	NOUN	B-asp
	bom	ADJ	O
	,	PUNCT	O
	o	DET	O
	manual	NOUN	B-asp
	vem	VERB	O
	em	ADP	O
	um	DET	O
	arquivo	NOUN	O
	no	ADP	O
	próprio	DET	O
	celular	NOUN	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Tv	NOUN	O
	excelente	ADJ	O
	,	PUNCT	O
	grava	VERB	O
	os	DET	O
	programas	NOUN	O
	,	PUNCT	O
	câmera	NOUN	B-asp
	de	ADP	O
	boa	ADJ	O
	qualidade	NOUN	O
	.	PUNCT	O
Sentence: 71	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Não	ADV	O
	possui	VERB	O
	wi-fi	PROPN	B-asp
	,	PUNCT	O
	os	DET	O
	jogos	NOUN	O
	são	AUX	O
	bloqueados	VERB	O
	,	PUNCT	O
	não	ADV	O
	vem	VERB	O
	com	ADP	O
	opção	NOUN	O
	de	SCONJ	O
	usar	VERB	O
	google	X	B-asp
	maps	X	I-asp
	off-line	PROPN	O
	.	PUNCT	O
Sentence: 72	Não	ADV	O
	compre	VERB	O
	!	PUNCT	O
Sentence: 73	Péssimo	ADJ	O
	aparelho	NOUN	B-asp
	.	PUNCT	O
Sentence: 74	Não	ADV	O
	funciona	VERB	O
	e	CCONJ	O
	conheço	VERB	O
	pessoas	NOUN	O
	que	PRON	O
	também	ADV	O
	tiveram	VERB	O
	muitos	DET	O
	problemas	NOUN	O
	com	ADP	O
	esse	DET	O
	aparelho	NOUN	B-asp
	.	PUNCT	O
Sentence: 75	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Tamanho	NOUN	O
	pequeno	ADJ	O
	e	CCONJ	O
	leve	ADJ	B-asp
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Não	ADV	O
	funciona	VERB	O
	!	PUNCT	O
Sentence: 76	O	DET	O
	celular	NOUN	O
	trava	VERB	B-asp
	,	PUNCT	O
	não	ADV	O
	liga	VERB	O
	,	PUNCT	O
	fica	VERB	O
	mudo	ADJ	O
	de	ADP	O
	repente	ADV	O
	,	PUNCT	O
	a	DET	O
	bateria	NOUN	B-asp
	não	ADV	O
	dura	VERB	O
	nada	PRON	O
	,	PUNCT	O
	a	DET	O
	função	NOUN	B-asp
	de	SCONJ	O
	mudar	VERB	O
	música	NOUN	O
	balançando	VERB	O
	o	DET	O
	celular	NOUN	O
	não	ADV	O
	funciona	VERB	O
	(	PUNCT	O
	e	CCONJ	O
	não	ADV	O
	serve	VERB	O
	pra	ADP	O
	nada	PRON	O
	,	PUNCT	O
	diga-se	VERB	O
	de	ADP	O
	passagem	NOUN	O
	)	PUNCT	O
	.	PUNCT	O
Sentence: 77	Conheço	VERB	O
	outras	DET	O
	pessoas	NOUN	O
	que	PRON	O
	compraram	VERB	O
	e	CCONJ	O
	estão	AUX	O
	com	ADP	O
	o	DET	O
	aparelho	NOUN	B-asp
	na	ADP	O
	assistência	NOUN	O
	técnica	ADJ	O
	há	VERB	O
	meses	NOUN	O
	.	PUNCT	O
Sentence: 78	Não	ADV	O
	compre	VERB	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 79	Comprei	VERB	O
	este	PRON	O
	por	ADP	O
	ele	PRON	O
	ser	AUX	O
	mais	ADV	O
	acessivel	ADJ	B-asp
	(	PUNCT	O
	valor	NOUN	B-asp
	mais	ADV	O
	barato	ADJ	O
	que	SCONJ	O
	os	DET	O
	outros	PRON	O
	)	PUNCT	O
	embora	SCONJ	O
	seja	AUX	O
	praticamente	ADV	O
	um	NUM	O
	dos	ADP	O
	melhores	ADJ	O
	populares	NOUN	O
	.	PUNCT	O
Sentence: 80	O	DET	O
	melhor	NOUN	O
	dos	ADP	O
	populares	NOUN	O
	é	AUX	O
	o	DET	O
	Ace	PROPN	O
	,	PUNCT	O
	então	ADV	O
	igualando	VERB	O
	os	DET	O
	dois	NUM	O
	,	PUNCT	O
	a	DET	O
	única	ADJ	O
	diferença	NOUN	O
	é	AUX	O
	a	DET	O
	camera	NOUN	B-asp
	que	PRON	O
	é	AUX	O
	2MP	PROPN	O
	.	PUNCT	O
Sentence: 81	Mas	CCONJ	O
	também	ADV	O
	,	PUNCT	O
	o	DET	O
	Pocket	PROPN	O
	é	AUX	O
	mais	ADV	O
	aquisitivo	ADJ	O
	que	SCONJ	O
	o	DET	O
	Ace	PROPN	O
	.	PUNCT	O
Sentence: 82	Portanto	ADV	O
	escolhi	VERB	O
	ele	PRON	O
	,	PUNCT	O
	já	SCONJ	O
	que	SCONJ	O
	não	ADV	O
	é	AUX	O
	tão	ADV	O
	importante	ADJ	O
	a	DET	O
	camera	NOUN	B-asp
	.	PUNCT	O
Sentence: 83	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Processador	NOUN	O
	bom	ADJ	O
	,	PUNCT	O
	possui	VERB	O
	memória	NOUN	B-asp
	interna	ADJ	I-asp
	boa	ADJ	O
	e	CCONJ	O
	o	DET	O
	valor	NOUN	B-asp
	é	AUX	O
	mais	ADV	O
	aquisitivo	ADJ	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	apenas	ADV	O
	a	DET	O
	camera	NOUN	B-asp
	que	PRON	O
	é	AUX	O
	2MP	PROPN	O
Sentence: 84	Pra	ADP	O
	quem	PRON	O
	gosta	VERB	O
	de	SCONJ	O
	ouvir	VERB	O
	música	NOUN	O
	através	ADV	O
	do	ADP	O
	celular	NOUN	B-asp
	vai	AUX	O
	se	PRON	O
	decepcionar	VERB	O
	.	PUNCT	O
Sentence: 85	Ele	PRON	O
	possui	VERB	O
	dois	NUM	O
	alto-falantes	NOUN	B-asp
	,	PUNCT	O
	um	NUM	O
	para	ADP	O
	conversação	NOUN	O
	e	CCONJ	O
	outro	PRON	O
	para	ADP	O
	sons	NOUN	O
	diversos	ADJ	O
	,	PUNCT	O
	sendo	AUX	O
	que	SCONJ	O
	o	PRON	O
	de	ADP	O
	conversação	NOUN	O
	não	ADV	O
	possui	VERB	O
	um	DET	O
	som	NOUN	B-asp
	muito	ADV	O
	nítido	ADJ	O
	e	CCONJ	O
	o	PRON	O
	para	ADP	O
	sons	NOUN	O
	diversos	ADJ	O
	não	ADV	O
	é	AUX	O
	estéreo	NOUN	O
	e	CCONJ	O
	possui	VERB	O
	um	DET	O
	som	NOUN	B-asp
	baixo	ADJ	O
	.	PUNCT	O
Sentence: 86	O	DET	O
	aparelho	NOUN	B-asp
	vem	VERB	O
	acompanhado	VERB	O
	de	ADP	O
	uma	DET	O
	caixinha	NOUN	O
	de	ADP	O
	som	NOUN	B-asp
	(	PUNCT	O
	modelo	NOUN	O
	MS-410	PROPN	O
	)	PUNCT	O
	que	PRON	O
	pode	VERB	O
	ser	AUX	O
	conectada	VERB	O
	ao	ADP	O
	aparelho	NOUN	B-asp
	tornando	VERB	O
	o	DET	O
	som	NOUN	B-asp
	externo	ADJ	O
	estéreo	NOUN	O
	e	CCONJ	O
	um	DET	O
	pouco	ADV	O
	mais	ADV	O
	alto	ADJ	O
	.	PUNCT	O
Sentence: 87	Se	SCONJ	O
	quiser	VERB	O
	ouvir	VERB	O
	somente	ADV	O
	através	ADV	O
	dos	ADP	O
	fones	NOUN	O
	,	PUNCT	O
	o	DET	O
	aparelho	NOUN	B-asp
	oferece	VERB	O
	um	DET	O
	som	NOUN	B-asp
	interno	ADJ	O
	estéreo	ADJ	O
	,	PUNCT	O
	porém	CCONJ	O
	,	PUNCT	O
	muito	ADV	O
	baixo	ADJ	O
	também	ADV	O
	.	PUNCT	O
Sentence: 88	Conseguirá	VERB	O
	ouvir	VERB	O
	com	ADP	O
	clareza	NOUN	O
	só	ADV	O
	se	SCONJ	O
	estiver	AUX	O
	em	ADP	O
	ambientes	NOUN	O
	bastante	ADV	O
	silenciosos	ADJ	O
	.	PUNCT	O
	(	PUNCT	O
Sentence: 89	Pesquisando	VERB	O
	pela	ADP	O
	internet	NOUN	O
	é	AUX	O
	possível	ADJ	O
	encontrar	VERB	O
	em	ADP	O
	fóruns	NOUN	O
	outras	DET	O
	pessoas	NOUN	O
	que	PRON	O
	também	ADV	O
	observaram	VERB	O
	que	SCONJ	O
	o	DET	O
	volume	NOUN	B-asp
	do	ADP	I-asp
	aparelho	NOUN	B-asp
	é	AUX	O
	baixo	ADJ	O
	.	PUNCT	O
Sentence: 90	Pra	SCONJ	O
	quem	PRON	O
	acha	VERB	O
	que	SCONJ	O
	isso	PRON	O
	é	AUX	O
	relativo	ADJ	O
	,	PUNCT	O
	já	SCONJ	O
	que	SCONJ	O
	a	DET	O
	percepção	NOUN	O
	auditiva	ADJ	O
	pode	VERB	O
	variar	VERB	O
	de	ADP	O
	pessoa	NOUN	O
	para	ADP	O
	pessoa	NOUN	O
	.	PUNCT	O
	)	PUNCT	O
Sentence: 91	O	DET	O
	sistema	NOUN	B-asp
	operacional	ADJ	I-asp
	é	AUX	O
	o	DET	O
	Symbian	PROPN	O
	que	PRON	O
	,	PUNCT	O
	além	ADV	O
	de	ADP	O
	não	ADV	O
	ser	AUX	O
	atualizado	VERB	O
	no	ADP	O
	aparelho	NOUN	B-asp
	para	ADP	O
	eliminação	NOUN	O
	de	ADP	O
	bugs	NOUN	O
	,	PUNCT	O
	a	DET	O
	qualidade	NOUN	O
	e	CCONJ	O
	recursos	NOUN	B-asp
	oferecidos	VERB	O
	são	AUX	O
	muito	ADV	O
	inferiores	ADJ	O
	a	ADP	O
	sistemas	NOUN	O
	como	ADP	O
	Android	PROPN	O
	,	PUNCT	O
	IOS	PROPN	O
	ou	CCONJ	O
	Windows	PROPN	O
	Phone	PROPN	O
	.	PUNCT	O
Sentence: 92	Possui	VERB	O
	um	DET	O
	pobre	ADJ	O
	acervo	NOUN	O
	de	ADP	O
	aplicativos	NOUN	O
	.	PUNCT	O
Sentence: 93	Conclusão	NOUN	O
	:	PUNCT	O
	pra	ADP	O
	quem	PRON	O
	só	ADV	O
	quer	VERB	O
	fazer	VERB	O
	ligações	NOUN	O
	e	CCONJ	O
	tirar	VERB	O
	fotos	NOUN	O
	,	PUNCT	O
	ou	CCONJ	O
	seja	VERB	O
	,	PUNCT	O
	pra	ADP	O
	quem	PRON	O
	está	AUX	O
	mais	ADV	O
	interessado	ADJ	O
	na	ADP	O
	câmera	NOUN	O
	de	ADP	O
	12Mp	AUX	O
	eu	PRON	O
	recomendo	VERB	O
	;	PUNCT	O
	agora	ADV	O
	,	PUNCT	O
	pra	ADP	O
	quem	PRON	O
	quer	VERB	O
	um	DET	O
	aparelho	NOUN	B-asp
	completo	ADJ	O
	para	SCONJ	O
	conversar	VERB	O
	,	PUNCT	O
	acessar	VERB	O
	a	DET	O
	internet	NOUN	O
	,	PUNCT	O
	ver	VERB	O
	vídeos	NOUN	B-asp
	,	PUNCT	O
	encontrar	VERB	O
	aplicativos	NOUN	O
	interessantes	ADJ	O
	e	CCONJ	O
	bem	ADV	O
	feitos	VERB	O
	,	PUNCT	O
	tirar	VERB	O
	fotos	NOUN	O
	e	CCONJ	O
	conseguir	VERB	O
	ouvir	VERB	O
	um	DET	O
	som	NOUN	B-asp
	de	ADP	O
	qualidade	NOUN	O
	ai	ADV	O
	eu	PRON	O
	não	ADV	O
	recomendo	VERB	O
	.	PUNCT	O
Sentence: 94	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Câmera	NOUN	O
	de	ADP	O
	12Mp	NUM	O
	;	PUNCT	O
	Flash	PROPN	O
	Xenon	PROPN	O
	.	PUNCT	O
Sentence: 95	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Bateria	NOUN	O
	dura	VERB	O
	pouco	DET	O
	tempo	NOUN	O
	;	PUNCT	O
	Tela	PROPN	O
	touch	PROPN	O
	resistiva	ADJ	O
	:	PUNCT	O
	responde	VERB	O
	bem	ADV	O
	,	PUNCT	O
	mas	CCONJ	O
	aceita	VERB	O
	apenas	ADV	O
	um	NUM	O
	toque	NOUN	O
	;	PUNCT	O
	Sistema	NOUN	O
	operacional	ADJ	O
	Symbian	PROPN	O
	com	ADP	O
	bugs	NOUN	O
	;	PUNCT	O
	Volume	NOUN	O
	do	ADP	O
	som	NOUN	B-asp
	externo	ADJ	O
	e	CCONJ	O
	interno	ADJ	O
	é	AUX	O
	muito	ADV	O
	baixo	ADJ	O
	;	PUNCT	O
	Som	NOUN	B-asp
	externo	ADJ	O
	mono	ADJ	O
	;	PUNCT	O
	Possui	VERB	O
	o	DET	O
	Realplayer	PROPN	O
	,	PUNCT	O
	mas	CCONJ	O
	vídeos	NOUN	B-asp
	em	ADP	O
	formato	NOUN	O
	RMVB	PROPN	O
	rodam	VERB	O
	travando	VERB	O
	e	CCONJ	O
	você	PRON	O
	acaba	VERB	O
	tendo	VERB	O
	que	SCONJ	O
	convertê-los	VERB	O
	pra	ADP	O
	algum	DET	O
	outro	DET	O
	formato	NOUN	O
	que	PRON	O
	roda	VERB	O
	sem	SCONJ	O
	travar	VERB	O
	como	ADP	O
	o	DET	O
	MP4	PROPN	O
	e	CCONJ	O
	o	DET	O
	WMV	PROPN	O
	?	PUNCT	O
Sentence: 96	outros	DET	O
	formatos	NOUN	O
	de	ADP	O
	vídeo	NOUN	O
	aceitos	VERB	O
	eu	PRON	O
	não	ADV	O
	tive	VERB	O
	a	DET	O
	oportunidade	NOUN	O
	de	SCONJ	O
	testar	VERB	O
	.	PUNCT	O
Sentence: 97	Não	ADV	O
	atende	VERB	O
	ao	ADP	O
	oferecido	NOUN	O
	,	PUNCT	O
	linguagem	NOUN	B-asp
	e	CCONJ	O
	menus	NOUN	B-asp
	excessivos	ADJ	O
	para	ADP	O
	funções	NOUN	B-asp
	simples	ADJ	O
	.	PUNCT	O
Sentence: 98	Além	ADV	O
	de	ADP	O
	não	ADV	O
	ser	AUX	O
	móvel(se	VERB	O
	desligar	VERB	O
	do	ADP	O
	carregador	NOUN	B-asp
	não	ADV	O
	passa	VERB	O
	três	NUM	O
	horas	NOUN	O
	,	PUNCT	O
	é	AUX	O
	terrível	ADJ	O
	)	PUNCT	O
	.	PUNCT	O
Sentence: 99	Devolvi	VERB	O
	à	ADP	O
	loja	NOUN	O
	.	PUNCT	O
Sentence: 100	Espero	VERB	O
	que	SCONJ	O
	a	DET	O
	mesma	ADJ	O
	seja	AUX	O
	sensata	ADJ	O
	e	CCONJ	O
	cancele	VERB	O
	a	DET	O
	compra	NOUN	O
	.	PUNCT	O
Sentence: 101	Pois	ADV	O
	o	DET	O
	produto	NOUN	B-asp
	não	ADV	O
	presta	VERB	O
	.	PUNCT	O
Sentence: 102	É	AUX	O
	um	DET	O
	desrespeito	NOUN	O
	ao	ADP	O
	consumidor	NOUN	O
	.	PUNCT	O
Sentence: 103	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	bonito	ADJ	B-asp
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	descarrega	VERB	B-asp
	e	CCONJ	O
	se	PRON	O
	desliga	VERB	O
	de	ADP	O
	uma	NUM	O
	a	ADP	O
	três	NUM	O
	horas	NOUN	O
	,	PUNCT	O
	terrível	ADJ	O
	,	PUNCT	O
	não	ADV	O
	presta	VERB	O
Sentence: 104	Pessimo	ADJ	O
	aparelho	NOUN	B-asp
	em	ADP	O
	quesitos	NOUN	O
	tecnicos	ADJ	O
	,	PUNCT	O
	celular	NOUN	O
	trava	VERB	B-asp
	,	PUNCT	O
	congela	VERB	B-asp
	,	PUNCT	O
	restarta	ADJ	B-asp
	,	PUNCT	O
	tudo	PRON	O
	que	PRON	O
	voce	PRON	O
	vai	AUX	O
	fazer	VERB	O
	diz	VERB	O
	que	SCONJ	O
	a	DET	O
	memoria	NOUN	B-asp
	esta	DET	O
	cheia	ADJ	O
	e	CCONJ	O
	nao	ADV	O
	consegue	VERB	O
	executar	VERB	O
	os	DET	O
	aplicativos	NOUN	O
	.	PUNCT	O
Sentence: 105	No	ADP	O
	primeiro	ADJ	O
	dia	NOUN	O
	de	ADP	O
	compra	NOUN	O
	ja	PROPN	O
	voltei	VERB	O
	na	ADP	O
	loja	NOUN	O
	,	PUNCT	O
	atualizaram	VERB	O
	e	CCONJ	O
	nada	PRON	O
	.	PUNCT	O
Sentence: 106	Em	ADP	O
	dois	NUM	O
	dias	NOUN	O
	,	PUNCT	O
	voltei	VERB	O
	na	ADP	O
	loja	NOUN	O
	e	CCONJ	O
	disseram	VERB	O
	pra	SCONJ	O
	ir	VERB	O
	na	ADP	O
	assistencia	PROPN	O
	tecnica	ADJ	O
	.	PUNCT	O
Sentence: 107	É	AUX	O
	um	DET	O
	absurdo	ADJ	O
	comprar	VERB	O
	um	DET	O
	produto	NOUN	B-asp
	novo	ADJ	O
	,	PUNCT	O
	zero	NUM	O
	tirado	VERB	O
	da	ADP	O
	caixa	NOUN	O
	e	CCONJ	O
	ter	VERB	O
	que	SCONJ	O
	mandar	VERB	O
	pra	ADP	O
	assistenia	NOUN	O
	.	PUNCT	O
Sentence: 108	A	DET	O
	Nokia	PROPN	O
	é	AUX	O
	totalmente	ADV	O
	displicente	ADJ	O
	e	CCONJ	O
	sem	ADP	O
	compromisso	NOUN	O
	com	ADP	O
	o	DET	O
	usuario	NOUN	O
	.	PUNCT	O
Sentence: 109	Nokia	PROPN	O
	nunca	ADV	O
	mais	ADV	O
	.	PUNCT	O
Sentence: 110	Pra	VERB	O
	vender	VERB	O
	é	AUX	O
	facil	ADJ	O
	,	PUNCT	O
	agora	ADV	O
	pra	SCONJ	O
	vc	PROPN	O
	ter	VERB	O
	seus	DET	O
	direitos	NOUN	O
	,	PUNCT	O
	ai	ADV	O
	é	AUX	O
	o	DET	O
	problema	NOUN	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 111	Não	ADV	O
	comprem	VERB	O
	Nokia	PROPN	O
	.	PUNCT	O
Sentence: 112	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Pela	ADP	O
	dor	NOUN	O
	de	ADP	O
	cabeça	NOUN	O
	que	PRON	O
	dá	VERB	O
	,	PUNCT	O
	nao	ADV	O
	vejo	VERB	O
	nenhum	DET	O
	pró	VERB	O
	,	PUNCT	O
	só	ADV	O
	pesquisar	VERB	O
	NOKIA	PROPN	O
	C6	NOUN	O
	no	ADP	O
	site	NOUN	O
	reclame	VERB	O
	aqui	ADV	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Tudo	PRON	O
	imaginavel	ADJ	O
	,	PUNCT	O
	celular	NOUN	O
	trava	VERB	B-asp
	,	PUNCT	O
	congela	VERB	B-asp
	,	PUNCT	O
	restarta	ADJ	B-asp
	,	PUNCT	O
	tudo	PRON	O
	que	PRON	O
	voce	PRON	O
	vai	AUX	O
	fazer	VERB	O
	diz	VERB	O
	que	SCONJ	O
	a	DET	O
	memoria	NOUN	B-asp
	esta	DET	O
	cheia	ADJ	O
	e	CCONJ	O
	nao	ADV	O
	consegue	VERB	O
	executar	VERB	O
	os	DET	O
	aplicativos	NOUN	O
	.	PUNCT	O
Sentence: 113	No	ADP	O
	primeiro	ADJ	O
	dia	NOUN	O
	de	ADP	O
	compra	NOUN	O
	ja	PROPN	O
	voltei	VERB	O
	na	ADP	O
	loja	NOUN	O
	,	PUNCT	O
	atualizaram	VERB	O
	e	CCONJ	O
	nada	PRON	O
	.	PUNCT	O
Sentence: 114	Em	ADP	O
	dois	NUM	O
	dias	NOUN	O
	,	PUNCT	O
	voltei	VERB	O
	na	ADP	O
	loja	NOUN	O
	e	CCONJ	O
	disseram	VERB	O
	pra	SCONJ	O
	ir	VERB	O
	na	ADP	O
	assistencia	PROPN	O
	tecnica	ADJ	O
	.	PUNCT	O
Sentence: 115	É	AUX	O
	um	DET	O
	absurdo	ADJ	O
	comprar	VERB	O
	um	DET	O
	produto	NOUN	B-asp
	novo	ADJ	O
	,	PUNCT	O
	zero	NUM	O
	tirado	VERB	O
	da	ADP	O
	caixa	NOUN	O
	e	CCONJ	O
	ter	VERB	O
	que	SCONJ	O
	mandar	VERB	O
	pra	ADP	O
	assistenia	NOUN	O
	.	PUNCT	O
Sentence: 116	A	DET	O
	Nokia	PROPN	O
	é	AUX	O
	totalmente	ADV	O
	displicente	ADJ	O
	e	CCONJ	O
	sem	ADP	O
	compromisso	NOUN	O
