Sentence #	Word	POS	Tag
	se	PRON	O
	prontificou	VERB	O
	a	SCONJ	O
	ajudar	VERB	O
	a	SCONJ	O
	carregar	VERB	O
	a	DET	O
	mala	NOUN	O
	.	PUNCT	O
Sentence: 261	Poderiam	VERB	O
	,	PUNCT	O
	pelo	ADP	O
	menos	NOUN	O
	colocar	VERB	O
	uma	DET	O
	rampa	NOUN	O
	.	PUNCT	O
Sentence: 262	O	DET	O
	hotel	NOUN	B-asp
	Açores	PROPN	O
	é	AUX	O
	antigo	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	tem	VERB	O
	uma	DET	O
	ótima	ADJ	O
	relação	NOUN	O
	custo	NOUN	B-asp
	benefício	NOUN	I-asp
	,	PUNCT	O
	estando	AUX	O
	bem	ADV	O
	no	ADP	O
	centro	NOUN	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	!	PUNCT	O
Sentence: 263	Fica	VERB	O
	próximo	ADV	B-asp
	à	ADP	O
	um	NUM	O
	dos	ADP	O
	principais	ADJ	O
	pontos	NOUN	O
	turísticos	ADJ	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	a	DET	O
	Casa	PROPN	O
	de	ADP	O
	Cultura	PROPN	O
	Mário	PROPN	O
	Quintana	PROPN	O
	,	PUNCT	O
	lugar	NOUN	O
	muito	ADV	O
	interessante	ADJ	O
	de	SCONJ	O
	se	PRON	O
	visitar	VERB	O
	,	PUNCT	O
	principalmente	ADV	O
	o	DET	O
	restaurante	NOUN	O
	no	ADP	O
	andar	NOUN	O
	mais	ADV	O
	elevado	ADJ	O
	,	PUNCT	O
	fica	VERB	O
	próximo	ADV	B-asp
	ao	ADP	O
	shopping	NOUN	B-asp
	Rua	PROPN	O
	da	ADP	O
	Praia	PROPN	O
	,	PUNCT	O
	que	PRON	O
	não	ADV	O
	é	AUX	O
	shopping	NOUN	B-asp
	grande	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	cumpre	VERB	O
	a	DET	O
	finalidade	NOUN	O
	para	ADP	O
	caixas	NOUN	O
	automáticos	ADJ	O
	,	PUNCT	O
	Macdonalds	PROPN	O
	e	CCONJ	O
	restaurantes!Café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	muito	ADV	O
	bem	ADV	O
	variado	ADJ	O
	,	PUNCT	O
	com	ADP	O
	frios	NOUN	O
	e	CCONJ	O
	ovos	NOUN	O
	mexidos	VERB	O
	por	ADP	O
	exemplo	NOUN	O
	...	PUNCT	O
Sentence: 264	Bem	ADV	O
	Central	NOUN	O
	,	PUNCT	O
	dá	VERB	O
	acesso	NOUN	O
	ao	ADP	O
	coração	NOUN	O
	da	ADP	O
	Capital	PROPN	O
	Gaúcha	PROPN	O
	,	PUNCT	O
	ao	ADP	O
	Mercado	PROPN	O
	Municipal	PROPN	O
	também	ADV	O
	,	PUNCT	O
	outro	DET	O
	importante	ADJ	O
	ponto	NOUN	O
	turístico	ADJ	O
	.	PUNCT	O
Sentence: 265	O	DET	O
	hotel	NOUN	B-asp
	é	AUX	O
	um	DET	O
	pouco	ADV	O
	antigo	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	bem	ADV	O
	aconchegante	ADJ	O
	!	PUNCT	O
Sentence: 266	Café	NOUN	O
	da	ADP	O
	manhã	PROPN	O
	muito	ADV	O
	bem	ADV	O
	variado	ADJ	O
	,	PUNCT	O
	com	ADP	O
	frios	NOUN	O
	e	CCONJ	O
	ovos	NOUN	O
	mexidos	VERB	O
	por	ADP	O
	exemplo!Localizado	VERB	O
	no	ADP	O
	Centro	PROPN	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	ele	PRON	O
	fica	VERB	O
	próximo	ADV	B-asp
	à	ADP	O
	um	NUM	O
	dos	ADP	O
	principais	ADJ	O
	ponto	NOUN	O
	turístico	ADJ	O
	,	PUNCT	O
	Casa	PROPN	O
	de	ADP	O
	Cultura	PROPN	O
	Mário	PROPN	O
	Quintana	PROPN	O
	,	PUNCT	O
	assim	ADV	O
	como	ADP	O
	próximo	ADV	B-asp
	de	ADP	O
	shoppings	NOUN	O
	como	ADP	O
	o	DET	O
	Rua	PROPN	O
	da	ADP	O
	Praia	PROPN	O
	!	PUNCT	O
Sentence: 267	Além	ADV	O
	de	ADP	O
	estar	AUX	O
	localizado	VERB	O
	à	ADP	O
	algumas	DET	O
	quadras	NOUN	O
	do	ADP	O
	do	ADP	O
	Mercado	PROPN	O
	Municipal	PROPN	O
	da	ADP	O
	cidade	NOUN	B-asp
	!	PUNCT	O
Sentence: 268	Em	ADP	O
	relação	NOUN	O
	à	ADP	O
	Limpeza	NOUN	O
	,	PUNCT	O
	achei	VERB	O
	REGULAR	PROPN	O
	...	PUNCT	O
Sentence: 269	O	DET	O
	hotel	NOUN	B-asp
	não	ADV	O
	é	AUX	O
	imundo	ADJ	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	tb	PROPN	O
	não	ADV	O
	é	AUX	O
	super	ADV	O
	limpo	ADJ	B-asp
	.	PUNCT	O
Sentence: 270	Os	DET	O
	Funcionários	NOUN	O
	são	AUX	O
	bem	ADV	O
	simáticos	ADJ	O
	.	PUNCT	O
Sentence: 271	O	DET	O
	Café	PROPN	O
	da	ADP	O
	manhã	NOUN	O
	é	AUX	O
	muito	ADV	O
	ruim	ADJ	O
	e	CCONJ	O
	sem	ADP	O
	graça	NOUN	O
	...	PUNCT	O
Sentence: 272	Valem	VERB	O
	a	DET	O
	localização	NOUN	B-asp
	,	PUNCT	O
	conforto	NOUN	B-asp
	e	CCONJ	O
	custo	NOUN	B-asp
	,	PUNCT	O
	que	PRON	O
	é	AUX	O
	barato	ADJ	O
	.	PUNCT	O
Sentence: 273	Este	DET	O
	HOTEL	PROPN	O
	é	AUX	O
	MUITO	ADV	O
	VELHO	PROPN	O
	,	PUNCT	O
	NECESSITA	PROPN	O
	DE	PROPN	O
	REFORMA	NOUN	O
	URGENTE	ADJ	O
	.	PUNCT	O
Sentence: 274	Pessoal	NOUN	O
	,	PUNCT	O
	está	AUX	O
	Localizado	ADJ	O
	numa	NUM	O
	das	ADP	O
	mais	ADV	O
	tradicionais	ADJ	O
	ruas	NOUN	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	o	DET	O
	Hotel	PROPN	O
	Açores	PROPN	O
	encontra-se	VERB	B-asp
	estrategicamente	ADV	I-asp
	dentro	ADV	I-asp
	do	ADP	I-asp
	centro	NOUN	I-asp
	financeiro	ADJ	I-asp
	,	PUNCT	O
	turístico	ADJ	O
	,	PUNCT	O
	comercial	ADJ	O
	e	CCONJ	O
	cultural	ADJ	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	.	PUNCT	O
Sentence: 275	Está	VERB	O
	a	ADP	O
	poucos	DET	O
	quarteirões	NOUN	O
	da	ADP	O
	Estação	PROPN	O
	Rodoviária	PROPN	O
	,	PUNCT	O
	Hospital	PROPN	O
	Santa	PROPN	O
	Casa	PROPN	O
	,	PUNCT	O
	Usina	PROPN	O
	do	ADP	O
	Gasômetro	PROPN	O
	,	PUNCT	O
	Universidades	PROPN	O
	,	PUNCT	O
	Praça	PROPN	O
	da	ADP	O
	Alfandega	PROPN	O
	,	PUNCT	O
	Shopping	PROPN	O
	Rua	PROPN	O
	da	ADP	O
	Praia	PROPN	O
	café	PROPN	O
	da	ADP	O
	manhã	NOUN	O
	com	ADP	O
	muita	DET	O
	variedade	NOUN	O
	funcionarios	NOUN	O
	atenciosos	ADJ	O
	.	PUNCT	O
Sentence: 276	Localizado	VERB	O
	na	ADP	O
	mais	ADV	O
	tradicional	ADJ	O
	rua	NOUN	B-asp
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	o	DET	O
	Hotel	PROPN	O
	Açores	PROPN	O
	encontra-se	VERB	B-asp
	estrategicamente	ADV	I-asp
	dentro	ADV	I-asp
	do	ADP	I-asp
	centro	NOUN	I-asp
	financeiro	ADJ	I-asp
	,	PUNCT	O
	turístico	ADJ	O
	,	PUNCT	O
	comercial	ADJ	O
	e	CCONJ	O
	cultural	ADJ	O
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	.	PUNCT	O
Sentence: 277	Está	VERB	O
	a	ADP	O
	poucos	DET	O
	quarteirões	NOUN	O
	da	ADP	O
	Estação	PROPN	O
	Rodoviária	PROPN	O
	,	PUNCT	O
	Hospital	PROPN	O
	Santa	PROPN	O
	Casa	PROPN	O
	,	PUNCT	O
	Usina	PROPN	O
	do	ADP	O
	Gasômetro	PROPN	O
	,	PUNCT	O
	Universidades	PROPN	O
	,	PUNCT	O
	Praça	PROPN	O
	da	ADP	O
	Alfandega	PROPN	O
	,	PUNCT	O
	Shopping	PROPN	O
	Rua	PROPN	O
	da	ADP	O
	Praia	PROPN	O
	,	PUNCT	O
	Parque	PROPN	O
	Farroupilha	PROPN	O
	,	PUNCT	O
	Palácio	PROPN	O
	Piratini	PROPN	O
	,	PUNCT	O
	Tribunal	PROPN	O
	de	ADP	O
	Contas	PROPN	O
	,	PUNCT	O
	Museu	PROPN	O
	do	ADP	O
	MARGS	PROPN	O
	,	PUNCT	O
	Teatro	PROPN	O
	da	ADP	O
	OSPA	PROPN	O
	e	CCONJ	O
	outros	DET	O
	pontos	NOUN	B-asp
	de	ADP	I-asp
	interesse	NOUN	I-asp
	.	PUNCT	O
Sentence: 278	Os	DET	O
	apartamentos	NOUN	B-asp
	amplos	ADJ	O
	e	CCONJ	O
	confortáveis	ADJ	O
	são	AUX	O
	equipados	VERB	O
	com	ADP	O
	ar-condicionado	NOUN	O
	,	PUNCT	O
	frigobar	ADJ	B-asp
	,	PUNCT	O
	telefone	NOUN	B-asp
	,	PUNCT	O
	cama	NOUN	B-asp
	box	X	B-asp
	spring	X	O
	,	PUNCT	O
	mesa	NOUN	O
	de	ADP	O
	trabalho	NOUN	O
	,	PUNCT	O
	wi-fi	PROPN	B-asp
	grátis	ADJ	O
	,	PUNCT	O
	recepção	NOUN	B-asp
	24	NUM	O
	horas	NOUN	O
	e	CCONJ	O
	estacionamento	NOUN	B-asp
	.	PUNCT	O
Sentence: 279	O	DET	O
	hotel	NOUN	B-asp
	serve	VERB	O
	um	DET	O
	grande	ADJ	O
	buffet	NOUN	O
	de	ADP	O
	café-da-manhã	NOUN	O
	com	ADP	O
	variedade	NOUN	O
	de	ADP	O
	produtos	NOUN	O
	,	PUNCT	O
	incluindo	VERB	O
	frutas	NOUN	O
	da	ADP	O
	época	NOUN	O
	,	PUNCT	O
	frios	ADJ	O
	e	CCONJ	O
	iogurtes	NOUN	O
	.	PUNCT	O
Sentence: 280	Gostei	VERB	O
	muito	ADV	O
	do	ADP	O
	hotel	NOUN	B-asp
	.	PUNCT	O
Sentence: 281	Tudo	PRON	O
	novo	ADJ	O
	,	PUNCT	O
	uma	DET	O
	estrutura	NOUN	O
	excelente	ADJ	O
	.	PUNCT	O
Sentence: 282	Quarto	NOUN	O
	limpo	ADJ	B-asp
	e	CCONJ	O
	bem	ADV	O
	decorado	VERB	O
	.	PUNCT	O
Sentence: 283	Atendimento	NOUN	O
	excelente	ADJ	O
	,	PUNCT	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	com	ADP	O
	muita	DET	O
	variedade.o	NOUN	O
	único	ADJ	O
	defeito	NOUN	O
	é	AUX	O
	a	DET	O
	localização	NOUN	B-asp
	do	ADP	O
	hotel	NOUN	B-asp
	.	PUNCT	O
Sentence: 284	Fica	VERB	O
	numa	ADP	O
	rua	NOUN	B-asp
	deserta	ADJ	O
	,	PUNCT	O
	afastada	VERB	O
	das	ADP	O
	boas	ADJ	O
	atrações	NOUN	O
	da	ADP	O
	cidade.se	PROPN	O
	estiver	AUX	O
	de	ADP	O
	carro	NOUN	O
	,	PUNCT	O
	eles	PRON	O
	cobram	VERB	O
	a	DET	O
	diária	NOUN	O
	da	ADP	O
	garagem	NOUN	B-asp
	(	PUNCT	O
	o	PRON	O
	que	PRON	O
	eu	PRON	O
	acho	VERB	O
	que	SCONJ	O
	poderia	VERB	O
	ser	AUX	O
	uma	DET	O
	cortesia	NOUN	O
	do	ADP	O
	do	ADP	O
	hotel	NOUN	B-asp
	)	PUNCT	O
Sentence: 285	Hotel	PROPN	O
	instalado	VERB	O
	em	ADP	O
	edifício	NOUN	O
	antigo	ADJ	O
	.	PUNCT	O
Sentence: 286	O	DET	O
	quarto	NOUN	B-asp
	que	PRON	O
	usei	VERB	O
	tinha	VERB	O
	acabamentos	NOUN	O
	bastante	ADV	O
	antigos	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	a	DET	O
	cama	NOUN	B-asp
	era	AUX	O
	bastante	ADV	O
	confortável	ADJ	O
	,	PUNCT	O
	e	CCONJ	O
	como	ADV	O
	era	VERB	O
	na	ADP	O
	parte	NOUN	O
	mais	ADV	O
	aos	ADP	O
	fundos	NOUN	O
	do	ADP	O
	hotel	NOUN	B-asp
	,	PUNCT	O
	era	AUX	O
	silencioso	ADJ	B-asp
	.	PUNCT	O
Sentence: 287	Os	DET	O
	corredores	NOUN	O
	dão	VERB	O
	uma	DET	O
	sensação	NOUN	O
	meio	ADV	O
	fúnebre	ADJ	O
	,	PUNCT	O
	por	SCONJ	O
	não	ADV	O
	ter	VERB	O
	muita	DET	O
	iluminação	NOUN	O
	.	PUNCT	O
Sentence: 288	O	DET	O
	acesso	NOUN	O
	é	AUX	O
	fácil	ADJ	O
	,	PUNCT	O
	fica	VERB	O
	numa	ADP	O
	ótima	ADJ	O
	localização	NOUN	B-asp
	,	PUNCT	O
	perto	ADV	B-asp
	da	ADP	O
	Praça	PROPN	O
	da	ADP	O
	Alfândega	PROPN	O
	e	CCONJ	O
	centro	NOUN	B-asp
	histórico	ADJ	I-asp
	da	ADP	O
	da	ADP	O
	cidade	NOUN	B-asp
	.	PUNCT	O
Sentence: 289	O	DET	O
	atendimento	NOUN	B-asp
	é	AUX	O
	bom	ADJ	O
	.	PUNCT	O
Sentence: 290	O	DET	O
	café-da-manhã	NOUN	O
	não	ADV	O
	tem	VERB	O
	muita	DET	O
	variedade	NOUN	O
	.	PUNCT	O
Sentence: 291	Apesar	ADV	O
	de	ADP	O
	ficar	VERB	B-asp
	em	ADP	I-asp
	uma	DET	I-asp
	área	NOUN	I-asp
	central	ADJ	I-asp
	com	ADP	O
	acesso	NOUN	O
	fácil	ADJ	O
	a	ADP	O
	tudo	PRON	O
	,	PUNCT	O
	a	DET	O
	noite	NOUN	O
	foi	AUX	O
	terrivel	ADJ	O
	,	PUNCT	O
	o	DET	O
	quarto	NOUN	B-asp
	estava	AUX	O
	com	ADP	O
	cheiro	NOUN	B-asp
	de	ADP	I-asp
	mofo	NOUN	I-asp
	e	CCONJ	O
	o	DET	O
	carpete	NOUN	B-asp
	estava	AUX	O
	bem	ADV	O
	sujo	ADJ	B-asp
	.	PUNCT	O
Sentence: 292	O	DET	O
	banheiro	NOUN	B-asp
	tinha	VERB	O
	azulejo	NOUN	O
	caindo	VERB	O
	e	CCONJ	O
	o	DET	O
	barulho	NOUN	B-asp
	que	PRON	O
	vinha	VERB	O
	da	ADP	O
	rua	NOUN	B-asp
	era	AUX	O
	terrível	ADJ	O
	a	DET	O
	janela	NOUN	O
	não	ADV	O
	isolava	VERB	O
	nada	PRON	O
	.	PUNCT	O
Sentence: 293	Acho	VERB	O
	que	SCONJ	O
	eles	PRON	O
	devem	VERB	O
	ter	VERB	O
	alguns	DET	O
	quartos	NOUN	O
	melhores	ADJ	O
	mas	CCONJ	O
	devem	VERB	O
	deixar	VERB	O
	os	DET	O
	piores	NOUN	O
	para	SCONJ	O
	quem	PRON	O
	reserva	NOUN	O
	via	VERB	O
	Decolar.com	PROPN	O
	e	CCONJ	O
	em	ADP	O
	promoção	NOUN	O
	.	PUNCT	O
Sentence: 294	Não	ADV	O
	foi	AUX	O
	uma	DET	O
	boa	ADJ	O
	experiência	NOUN	O
Sentence: 295	Hotel	NOUN	O
	novo	ADJ	O
	,	PUNCT	O
	boa	ADJ	O
	localização	NOUN	B-asp
	,	PUNCT	O
	atendimento	NOUN	B-asp
	ágil	ADJ	O
	e	CCONJ	O
	cortês	ADJ	O
	.	PUNCT	O
Sentence: 296	Há	VERB	O
	5	NUM	O
	minutos	NOUN	O
	do	ADP	O
	Shopping	PROPN	O
	Total	PROPN	O
	.	PUNCT	O
Sentence: 297	Ponto	NOUN	O
	negativo	ADJ	O
	:	PUNCT	O
	o	DET	O
	room-service	NOUN	B-asp
	estava	AUX	O
	fechado	ADJ	O
	.	PUNCT	O
Sentence: 298	Fomos	AUX	O
	atendidos	VERB	O
	pela	ADP	O
	nutricionista	NOUN	O
	que	PRON	O
	foi	AUX	O
	bem	ADV	O
	atenciosa	ADJ	O
	e	CCONJ	O
	rápida	ADJ	O
	.	PUNCT	O
Sentence: 299	Recomendamos	VERB	O
	.	PUNCT	O
Sentence: 300	Quando	SCONJ	O
	reservei	VERB	O
	este	DET	O
	hotel	NOUN	B-asp
	,	PUNCT	O
	eu	PRON	O
	sabia	VERB	I-asp
	que	SCONJ	I-asp
	era	AUX	I-asp
	simples	ADJ	I-asp
	,	PUNCT	O
	mas	CCONJ	O
	era	AUX	O
	próximo	ADJ	B-asp
	de	ADP	O
	um	DET	O
	compromisso	NOUN	O
	profissional	ADJ	O
	.	PUNCT	O
Sentence: 301	Todavia	ADV	O
	,	PUNCT	O
	ao	SCONJ	O
	me	PRON	O
	hospedar	VERB	O
	,	PUNCT	O
	fiquei	VERB	O
	surpreso	NOUN	O
	com	ADP	O
	o	DET	O
	total	NOUN	O
	descuido	NOUN	O
	com	ADP	O
	a	DET	O
	manutenção	NOUN	O
	.	PUNCT	O
Sentence: 302	Trata-se	VERB	O
	de	ADP	O
	uma	DET	O
	construção	NOUN	O
	antiga	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	sem	ADP	O
	qualquer	DET	O
	revitalização	NOUN	O
	ou	CCONJ	O
	mesmo	ADJ	O
	preservação	NOUN	O
	dos	ADP	O
	espaços	NOUN	O
	.	PUNCT	O
Sentence: 303	Os	DET	O
	corredores	NOUN	O
	são	AUX	O
	horríveis	ADJ	O
	,	PUNCT	O
	verdadeiramente	ADV	O
	fúnebres	ADJ	O
	,	PUNCT	O
	sendo	AUX	O
	mal	ADV	O
	iluminados	ADJ	O
	,	PUNCT	O
	com	ADP	O
	carpetes	NOUN	O
	sujos	ADJ	B-asp
	e	CCONJ	O
	manchados	VERB	B-asp
	,	PUNCT	O
	além	ADV	O
	de	ADP	O
	falta	NOUN	O
	pintura	NOUN	O
	nas	ADP	O
	paredes	NOUN	O
	.	PUNCT	O
Sentence: 304	Os	DET	O
	banheiros	NOUN	B-asp
	precisam	VERB	O
	,	PUNCT	O
	com	ADP	O
	urgência	NOUN	O
	,	PUNCT	O
	de	ADP	O
	reforma	NOUN	O
	.	PUNCT	O
Sentence: 305	Enfim	ADV	O
	,	PUNCT	O
	não	ADV	O
	indico	VERB	O
	para	ADP	O
	ninguém	PRON	O
	.	PUNCT	O
Sentence: 306	Hotel	NOUN	O
	relativamente	ADV	O
	perto	ADV	B-asp
	do	ADP	O
	Menino	PROPN	O
	Deus	PROPN	O
	(	PUNCT	O
	bairro	NOUN	O
	do	ADP	O
	Shopping	PROPN	O
	Praia	PROPN	O
	de	ADP	O
	Belas	PROPN	O
	)	PUNCT	O
	.	PUNCT	O
Sentence: 307	Quarto	ADJ	O
	bem	ADV	O
	grande	ADJ	O
	,	PUNCT	O
	limpo	ADJ	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	sem	ADP	O
	luxo	NOUN	B-asp
	.	PUNCT	O
Sentence: 308	Colchão	NOUN	O
	bem	ADV	O
	ruim	ADJ	O
	(	PUNCT	O
	muito	ADV	O
	murcho	ADJ	O
	)	PUNCT	O
	e	CCONJ	O
	travesseiros	NOUN	O
	ruins	ADJ	O
	também	ADV	O
	.	PUNCT	O
Sentence: 309	Banheiro	NOUN	O
	razoável	ADJ	O
	,	PUNCT	O
	pois	SCONJ	O
	o	DET	O
	chuveiro	NOUN	B-asp
	é	AUX	O
	bem	ADV	O
	mais	ADV	O
	ou	ADP	O
	menos	ADV	O
	.	PUNCT	O
Sentence: 310	Café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	farto	ADJ	O
	e	CCONJ	O
	bem	ADV	O
	gostoso	ADJ	O
	em	ADP	O
	alguns	DET	O
	dias	NOUN	O
	e	CCONJ	O
	em	ADP	O
	outros	PRON	O
	,	PUNCT	O
	nem	CCONJ	O
	tanto	ADV	O
	.	PUNCT	O
Sentence: 311	Custo-benefício	NOUN	O
	bacana	ADJ	O
	dependendo	VERB	O
	de	ADP	O
	onde	PRON	O
	você	PRON	O
	irá	AUX	O
	frequentar	VERB	O
	,	PUNCT	O
	pois	SCONJ	O
	precisará	VERB	O
	de	ADP	O
	táxi	NOUN	O
	para	SCONJ	O
	se	PRON	O
	deslocar	VERB	O
	.	PUNCT	O
Sentence: 312	Mas	CCONJ	O
	,	PUNCT	O
	atendentes	NOUN	B-asp
	muito	ADV	O
	solícitos	ADJ	O
	e	CCONJ	O
	educados	VERB	O
	.	PUNCT	O
Sentence: 313	GOSTEI	INTJ	O
	!	PUNCT	O
Sentence: 314	Não	ADV	O
	se	PRON	O
	iluda	VERB	O
	com	ADP	O
	a	DET	O
	recepção	NOUN	B-asp
	reformada	VERB	O
	e	CCONJ	O
	com	ADP	O
	os	DET	O
	atendentes	NOUN	B-asp
	bem	ADV	O
	vestidos	VERB	O
	.	PUNCT	O
Sentence: 315	Instalações	NOUN	O
	velhas	ADJ	O
	e	CCONJ	O
	em	ADP	O
	péssimo	ADJ	O
	estado	NOUN	O
	.	PUNCT	O
Sentence: 316	Banheiros	NOUN	O
	sujos	ADJ	B-asp
	,	PUNCT	O
	alguns	PRON	O
	sem	ADP	O
	funcionamento	NOUN	O
	da	ADP	O
	descarga	NOUN	O
	.	PUNCT	O
Sentence: 317	Instalações	NOUN	O
	antigas	ADJ	O
	não	ADV	O
	é	AUX	O
	defeito	NOUN	O
	,	PUNCT	O
	mas	CCONJ	O
	neste	ADP	O
	hotel	NOUN	B-asp
	o	DET	O
	desleixo	NOUN	O
	,	PUNCT	O
	a	DET	O
	sujeira	NOUN	B-asp
	e	CCONJ	O
	falta	NOUN	O
	de	ADP	O
	conforto	NOUN	B-asp
	são	AUX	O
	marcas	NOUN	O
	inesquecíveis	ADJ	O
	.	PUNCT	O
Sentence: 318	Não	ADV	O
	se	PRON	O
	hospede	VERB	O
	nem	CCONJ	O
	de	ADP	O
	passagem	NOUN	O
	.	PUNCT	O
Sentence: 319	É	AUX	O
	o	DET	O
	típico	NOUN	O
	:	PUNCT	O
	o	DET	O
	Barato	PROPN	O
	(	PUNCT	O
	não	ADV	O
	gratuito	ADJ	O
	)	PUNCT	O
	,	PUNCT	O
	sai	VERB	O
	...	PUNCT	O
Sentence: 320	Parte	NOUN	O
	boa	ADJ	O
	:	PUNCT	O
	Hotel	NOUN	O
	bem	ADV	O
	localizado	VERB	B-asp
	no	ADP	I-asp
	centro	NOUN	I-asp
	,	PUNCT	O
	próximo	ADV	B-asp
	à	ADP	O
	prefeitura	NOUN	O
	,	PUNCT	O
	mercado	NOUN	O
	municipal	ADJ	O
	,	PUNCT	O
	shopping	NOUN	B-asp
	,	PUNCT	O
	usina	NOUN	O
	do	ADP	O
	gasometro	NOUN	O
	,	PUNCT	O
	etc.	ADV	O
	Parte	NOUN	O
	ruim	ADJ	O
	:	PUNCT	O
	Instalações	NOUN	O
	e	CCONJ	O
	serviço	NOUN	B-asp
	deixaram	VERB	O
	a	SCONJ	O
	desejar	VERB	O
	.	PUNCT	O
Sentence: 321	A	DET	O
	recepção	NOUN	B-asp
	parece	VERB	O
	que	SCONJ	O
	foi	AUX	O
	reformada	VERB	O
	,	PUNCT	O
	pois	ADV	O
	está	AUX	O
	novinha	NOUN	O
	e	CCONJ	O
	muito	ADV	O
	bem	ADV	O
	cuidada	ADJ	O
	,	PUNCT	O
	com	ADP	O
	relação	NOUN	O
	ao	ADP	O
	resto	NOUN	O
	do	ADP	O
	hotel	NOUN	B-asp
	.	PUNCT	O
Sentence: 322	Quarto	ADJ	O
	com	ADP	O
	cheiro	NOUN	B-asp
	de	ADP	I-asp
	mofo	NOUN	I-asp
	,	PUNCT	O
	moveis	NOUN	O
	antigos	ADJ	O
	,	PUNCT	O
	instalações	NOUN	B-asp
	mal	ADV	O
	conservadas	VERB	O
	no	ADP	O
	banheiro	NOUN	B-asp
	.	PUNCT	O
Sentence: 323	Café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	muito	ADV	O
	muito	ADV	O
	,	PUNCT	O
	muito	ADV	O
	caro	ADJ	B-asp
	.	PUNCT	O
Sentence: 324	Nossos	DET	O
	funcionários	NOUN	B-asp
	ficam	VERB	O
	hospedados	ADJ	O
	lá	ADV	O
	por	SCONJ	O
	ser	AUX	O
	central	ADJ	O
	,	PUNCT	O
	bom	ADJ	O
	atendimento	NOUN	B-asp
	,	PUNCT	O
	tem	VERB	O
	mercado	NOUN	O
	perto	ADV	B-asp
	.	PUNCT	O
Sentence: 325	Seria	AUX	O
	melhor	ADJ	O
	se	SCONJ	O
	tivesse	VERB	O
	microondas	NOUN	O
	no	ADP	O
	quarto	NOUN	B-asp
	.	PUNCT	O
Sentence: 326	Alguns	DET	O
	quartos	NOUN	O
	parecem	VERB	O
	ter	VERB	O
	instalacões	NOUN	O
	mais	ADV	O
	antigas	ADJ	O
	,	PUNCT	O
	o	DET	O
	chuveiro	NOUN	B-asp
	demora	VERB	O
	a	SCONJ	O
	esquentar	VERB	O
	.	PUNCT	O
Sentence: 327	Hotel	NOUN	O
	bem	ADV	O
	localizado	VERB	B-asp
	,	PUNCT	O
	próximo	ADV	B-asp
	ao	ADP	O
	centro	NOUN	O
	e	CCONJ	O
	ao	ADP	O
	Shopping	PROPN	O
	Total	PROPN	O
	.	PUNCT	O
Sentence: 328	Excelente	ADJ	O
	quartos	NOUN	O
	,	PUNCT	O
	bem	ADV	O
	limpo	ADJ	B-asp
	,	PUNCT	O
	bom	ADJ	O
	banheiro	NOUN	B-asp
	,	PUNCT	O
	bom	ADJ	O
	ar	NOUN	B-asp
	condicionado	ADJ	I-asp
	,	PUNCT	O
	boa	ADJ	O
	cama	NOUN	B-asp
	,	PUNCT	O
	boa	ADJ	O
	TV	NOUN	O
	.	PUNCT	O
Sentence: 329	Muito	ADV	O
	bom	ADJ	O
	tanto	ADV	O
	para	ADP	O
	negócio	NOUN	O
	quanto	ADV	O
	para	ADP	O
	férias	NOUN	O
	.	PUNCT	O
Sentence: 330	Hotel	NOUN	O
	novo	ADJ	O
	com	ADP	O
	menos	ADV	O
	de	ADP	O
	um	NUM	O
	ano	NOUN	O
	.	PUNCT	O
Sentence: 331	Fiz	VERB	O
	uma	DET	O
	reserva	NOUN	O
	equivocada	VERB	O
	nesse	ADP	O
	hotel	NOUN	B-asp
	achando	VERB	O
	tratar-se	VERB	O
	do	ADP	O
	Açores	PROPN	O
	Premium	PROPN	O
	no	ADP	O
	qual	PRON	O
	havia	VERB	O
	me	PRON	O
	hospedado	VERB	O
	no	ADP	O
	mês	NOUN	O
	seguinte	ADJ	O
	.	PUNCT	O
Sentence: 332	O	DET	O
	hotel	NOUN	B-asp
	é	AUX	O
	velho	ADJ	O
	,	PUNCT	O
	quarto	NOUN	B-asp
	horrível	ADJ	O
	e	CCONJ	O
	banheiros	NOUN	B-asp
	horríveis	ADJ	O
	.	PUNCT	O
Sentence: 333	Apenas	ADV	O
	a	DET	O
